Timestamp,SessionTime,SessionState,OnPitRoad,InPitStall,Speed,LapLastLapTime,PitRepairLeft,PitOptRepairLeft,PlayerCarTowTime,Trigger
20260608 16:46:41.358,834.033,4,1,1,0.0,234.996,0.00,418.23,0.00,change
20260608 16:46:41.408,834.083,4,1,1,0.0,234.996,0.00,418.18,0.00,change
20260608 16:46:41.459,834.133,4,1,1,0.0,234.996,0.00,418.13,0.00,change
20260608 16:46:41.508,834.183,4,1,1,0.0,234.996,0.00,418.08,0.00,change
20260608 16:46:41.558,834.233,4,1,1,0.0,234.996,0.00,418.02,0.00,change
20260608 16:46:41.609,834.283,4,1,1,0.0,234.996,0.00,417.97,0.00,change
20260608 16:46:41.659,834.333,4,1,1,0.0,234.996,0.00,417.92,0.00,change
20260608 16:46:41.709,834.383,4,1,1,0.0,234.996,0.00,417.87,0.00,change
20260608 16:46:41.758,834.433,4,1,1,0.0,234.996,0.00,417.82,0.00,change
20260608 16:46:41.808,834.483,4,1,1,0.0,234.996,0.00,417.77,0.00,change
20260608 16:46:41.858,834.533,4,1,1,0.0,234.996,0.00,417.72,0.00,change
20260608 16:46:41.909,834.583,4,1,1,0.0,234.996,0.00,417.67,0.00,change
20260608 16:46:41.959,834.633,4,1,1,0.0,234.996,0.00,417.62,0.00,change
20260608 16:46:42.009,834.683,4,1,1,0.0,234.996,0.00,417.57,0.00,change
20260608 16:46:42.058,834.733,4,1,1,0.0,234.996,0.00,417.52,0.00,change
20260608 16:46:42.110,834.783,4,1,1,0.0,234.996,0.00,417.47,0.00,change
20260608 16:46:42.158,834.833,4,1,1,0.0,234.996,0.00,417.42,0.00,change
20260608 16:46:42.210,834.883,4,1,1,0.0,234.996,0.00,417.37,0.00,change
20260608 16:46:42.259,834.933,4,1,1,0.0,234.996,0.00,417.32,0.00,change
20260608 16:46:42.309,834.983,4,1,1,0.0,234.996,0.00,417.27,0.00,change
20260608 16:46:42.359,835.033,4,1,1,0.0,234.996,0.00,417.22,0.00,change
20260608 16:46:42.408,835.083,4,1,1,0.0,234.996,0.00,417.17,0.00,change
20260608 16:46:42.458,835.133,4,1,1,0.0,234.996,0.00,417.12,0.00,change
20260608 16:46:42.509,835.183,4,1,1,0.0,234.996,0.00,417.06,0.00,change
20260608 16:46:42.558,835.233,4,1,1,0.0,234.996,0.00,417.01,0.00,change
20260608 16:46:42.608,835.283,4,1,1,0.0,234.996,0.00,416.96,0.00,change
20260608 16:46:42.658,835.333,4,1,1,0.0,234.996,0.00,416.91,0.00,change
20260608 16:46:42.709,835.383,4,1,1,0.0,234.996,0.00,416.86,0.00,change
20260608 16:46:42.759,835.433,4,1,1,0.0,234.996,0.00,416.81,0.00,change
20260608 16:46:42.809,835.483,4,1,1,0.0,234.996,0.00,416.76,0.00,change
20260608 16:46:42.858,835.533,4,1,1,0.0,234.996,0.00,416.71,0.00,change
20260608 16:46:42.908,835.583,4,1,1,0.0,234.996,0.00,416.66,0.00,change
20260608 16:46:42.958,835.633,4,1,1,0.0,234.996,0.00,416.61,0.00,change
20260608 16:46:43.009,835.683,4,1,1,0.0,234.996,0.00,416.56,0.00,change
20260608 16:46:43.058,835.733,4,1,1,0.0,234.996,0.00,416.51,0.00,change
20260608 16:46:43.108,835.783,4,1,1,0.0,234.996,0.00,416.46,0.00,change
20260608 16:46:43.158,835.833,4,1,1,0.0,234.996,0.00,416.41,0.00,change
20260608 16:46:43.209,835.883,4,1,1,0.0,234.996,0.00,416.36,0.00,change
20260608 16:46:43.259,835.933,4,1,1,0.0,234.996,0.00,416.31,0.00,change
20260608 16:46:43.309,835.983,4,1,1,0.0,234.996,0.00,416.26,0.00,change
20260608 16:46:43.358,836.033,4,1,1,0.0,234.996,0.00,416.21,0.00,change
20260608 16:46:43.409,836.083,4,1,1,0.0,234.996,0.00,416.16,0.00,change
20260608 16:46:43.458,836.133,4,1,1,0.0,234.996,0.00,416.10,0.00,change
20260608 16:46:43.508,836.183,4,1,1,0.0,234.996,0.00,416.05,0.00,change
20260608 16:46:43.558,836.233,4,1,1,0.0,234.996,0.00,416.00,0.00,change
20260608 16:46:43.608,836.283,4,1,1,0.0,234.996,0.00,415.95,0.00,change
20260608 16:46:43.658,836.333,4,1,1,0.0,234.996,0.00,415.90,0.00,change
20260608 16:46:43.708,836.383,4,1,1,0.0,234.996,0.00,415.85,0.00,change
20260608 16:46:43.758,836.433,4,1,1,0.0,234.996,0.00,415.80,0.00,change
20260608 16:46:43.808,836.483,4,1,1,0.0,234.996,0.00,415.75,0.00,change
20260608 16:46:43.859,836.533,4,1,1,0.0,234.996,0.00,415.70,0.00,change
20260608 16:46:43.908,836.583,4,1,1,0.0,234.996,0.00,415.65,0.00,change
20260608 16:46:43.958,836.633,4,1,1,0.0,234.996,0.00,415.60,0.00,change
20260608 16:46:44.008,836.683,4,1,1,0.0,234.996,0.00,415.55,0.00,change
20260608 16:46:44.058,836.733,4,1,1,0.0,234.996,0.00,415.50,0.00,change
20260608 16:46:44.108,836.783,4,1,1,0.0,234.996,0.00,415.45,0.00,change
20260608 16:46:44.158,836.833,4,1,1,0.0,234.996,0.00,415.40,0.00,change
20260608 16:46:44.208,836.883,4,1,1,0.0,234.996,0.00,415.35,0.00,change
20260608 16:46:44.259,836.933,4,1,1,0.0,234.996,0.00,415.30,0.00,change
20260608 16:46:44.308,836.983,4,1,1,0.0,234.996,0.00,415.25,0.00,change
20260608 16:46:44.359,837.033,4,1,1,0.0,234.996,0.00,415.20,0.00,change
20260608 16:46:44.408,837.083,4,1,1,0.0,234.996,0.00,415.14,0.00,change
20260608 16:46:44.458,837.133,4,1,1,0.0,234.996,0.00,415.09,0.00,change
20260608 16:46:44.509,837.183,4,1,1,0.0,234.996,0.00,415.04,0.00,change
20260608 16:46:44.558,837.233,4,1,1,0.0,234.996,0.00,414.99,0.00,change
20260608 16:46:44.609,837.283,4,1,1,0.0,234.996,0.00,414.94,0.00,change
20260608 16:46:44.658,837.333,4,1,1,0.0,234.996,0.00,414.89,0.00,change
20260608 16:46:44.709,837.383,4,1,1,0.0,234.996,0.00,414.84,0.00,change
20260608 16:46:44.759,837.433,4,1,1,0.0,234.996,0.00,414.79,0.00,change
20260608 16:46:44.809,837.483,4,1,1,0.0,234.996,0.00,414.74,0.00,change
20260608 16:46:44.859,837.533,4,1,1,0.0,234.996,0.00,414.69,0.00,change
20260608 16:46:44.909,837.583,4,1,1,0.0,234.996,0.00,414.64,0.00,change
20260608 16:46:44.959,837.633,4,1,1,0.0,234.996,0.00,414.59,0.00,change
20260608 16:46:45.008,837.683,4,1,1,0.0,234.996,0.00,414.54,0.00,change
20260608 16:46:45.059,837.733,4,1,1,0.0,234.996,0.00,414.49,0.00,change
20260608 16:46:45.108,837.783,4,1,1,0.0,234.996,0.00,414.44,0.00,change
20260608 16:46:45.158,837.833,4,1,1,0.0,234.996,0.00,414.39,0.00,change
20260608 16:46:45.209,837.883,4,1,1,0.0,234.996,0.00,414.34,0.00,change
20260608 16:46:45.258,837.933,4,1,1,0.0,234.996,0.00,414.29,0.00,change
20260608 16:46:45.309,837.983,4,1,1,0.0,234.996,0.00,414.24,0.00,change
20260608 16:46:45.358,838.033,4,1,1,0.0,234.996,0.00,414.18,0.00,change
20260608 16:46:45.408,838.083,4,1,1,0.0,234.996,0.00,414.13,0.00,change
20260608 16:46:45.458,838.133,4,1,1,0.0,234.996,0.00,414.08,0.00,change
20260608 16:46:45.508,838.183,4,1,1,0.0,234.996,0.00,414.03,0.00,change
20260608 16:46:45.558,838.233,4,1,1,0.0,234.996,0.00,413.98,0.00,change
20260608 16:46:45.608,838.283,4,1,1,0.0,234.996,0.00,413.93,0.00,change
20260608 16:46:45.658,838.333,4,1,1,0.0,234.996,0.00,413.88,0.00,change
20260608 16:46:45.708,838.383,4,1,1,0.0,234.996,0.00,413.83,0.00,change
20260608 16:46:45.758,838.433,4,1,1,0.0,234.996,0.00,413.78,0.00,change
20260608 16:46:45.808,838.483,4,1,1,0.0,234.996,0.00,413.73,0.00,change
20260608 16:46:45.858,838.533,4,1,1,0.0,234.996,0.00,413.68,0.00,change
20260608 16:46:45.908,838.583,4,1,1,0.0,234.996,0.00,413.63,0.00,change
20260608 16:46:45.958,838.633,4,1,1,0.0,234.996,0.00,413.58,0.00,change
20260608 16:46:46.008,838.683,4,1,1,0.0,234.996,0.00,413.53,0.00,change
20260608 16:46:46.058,838.733,4,1,1,0.0,234.996,0.00,413.48,0.00,change
20260608 16:46:46.108,838.783,4,1,1,0.0,234.996,0.00,413.43,0.00,change
20260608 16:46:46.158,838.833,4,1,1,0.0,234.996,0.00,413.38,0.00,change
20260608 16:46:46.208,838.883,4,1,1,0.0,234.996,0.00,413.33,0.00,change
20260608 16:46:46.258,838.933,4,1,1,0.0,234.996,0.00,413.27,0.00,change
20260608 16:46:46.308,838.983,4,1,1,0.0,234.996,0.00,413.22,0.00,change
20260608 16:46:46.358,839.033,4,1,1,0.0,234.996,0.00,413.17,0.00,change
20260608 16:46:46.409,839.083,4,1,1,0.0,234.996,0.00,413.12,0.00,change
20260608 16:46:46.458,839.133,4,1,1,0.0,234.996,0.00,413.07,0.00,change
20260608 16:46:46.508,839.183,4,1,1,0.0,234.996,0.00,413.02,0.00,change
20260608 16:46:46.558,839.233,4,1,1,0.0,234.996,0.00,412.97,0.00,change
20260608 16:46:46.609,839.283,4,1,1,0.0,234.996,0.00,412.92,0.00,change
20260608 16:46:46.658,839.333,4,1,1,0.0,234.996,0.00,412.87,0.00,change
20260608 16:46:46.709,839.383,4,1,1,0.0,234.996,0.00,412.82,0.00,change
20260608 16:46:46.758,839.433,4,1,1,0.0,234.996,0.00,412.77,0.00,change
20260608 16:46:46.808,839.483,4,1,1,0.0,234.996,0.00,412.72,0.00,change
20260608 16:46:46.858,839.533,4,1,1,0.0,234.996,0.00,412.67,0.00,change
20260608 16:46:46.908,839.583,4,1,1,0.0,234.996,0.00,412.62,0.00,change
20260608 16:46:46.959,839.633,4,1,1,0.0,234.996,0.00,412.57,0.00,change
20260608 16:46:47.009,839.683,4,1,1,0.0,234.996,0.00,412.52,0.00,change
20260608 16:46:47.060,839.733,4,1,1,0.0,234.996,0.00,412.47,0.00,change
20260608 16:46:47.108,839.783,4,1,1,0.0,234.996,0.00,412.42,0.00,change
20260608 16:46:47.159,839.833,4,1,1,0.0,234.996,0.00,412.37,0.00,change
20260608 16:46:47.209,839.883,4,1,1,0.0,234.996,0.00,412.31,0.00,change
20260608 16:46:47.260,839.933,4,1,1,0.0,234.996,0.00,412.26,0.00,change
20260608 16:46:47.309,839.983,4,1,1,0.0,234.996,0.00,412.21,0.00,change
20260608 16:46:47.359,840.033,4,1,1,0.0,234.996,0.00,412.16,0.00,change
20260608 16:46:47.408,840.083,4,1,1,0.0,234.996,0.00,412.11,0.00,change
20260608 16:46:47.458,840.133,4,1,1,0.0,234.996,0.00,412.06,0.00,change
20260608 16:46:47.508,840.183,4,1,1,0.0,234.996,0.00,412.01,0.00,change
20260608 16:46:47.558,840.233,4,1,1,0.0,234.996,0.00,411.96,0.00,change
20260608 16:46:47.608,840.283,4,1,1,0.0,234.996,0.00,411.91,0.00,change
20260608 16:46:47.659,840.333,4,1,1,0.0,234.996,0.00,411.86,0.00,change
20260608 16:46:47.709,840.383,4,1,1,0.0,234.996,0.00,411.81,0.00,change
20260608 16:46:47.758,840.433,4,1,1,0.0,234.996,0.00,411.76,0.00,change
20260608 16:46:47.809,840.483,4,1,1,0.0,234.996,0.00,411.71,0.00,change
20260608 16:46:47.858,840.533,4,1,1,0.0,234.996,0.00,411.66,0.00,change
20260608 16:46:47.909,840.583,4,1,1,0.0,234.996,0.00,411.61,0.00,change
20260608 16:46:47.958,840.633,4,1,1,0.0,234.996,0.00,411.56,0.00,change
20260608 16:46:48.009,840.683,4,1,1,0.0,234.996,0.00,411.51,0.00,change
20260608 16:46:48.058,840.733,4,1,1,0.0,234.996,0.00,411.46,0.00,change
20260608 16:46:48.108,840.783,4,1,1,0.0,234.996,0.00,411.41,0.00,change
20260608 16:46:48.158,840.833,4,1,1,0.0,234.996,0.00,411.35,0.00,change
20260608 16:46:48.208,840.883,4,1,1,0.0,234.996,0.00,411.30,0.00,change
20260608 16:46:48.258,840.933,4,1,1,0.0,234.996,0.00,411.25,0.00,change
20260608 16:46:48.308,840.983,4,1,1,0.0,234.996,0.00,411.20,0.00,change
20260608 16:46:48.358,841.033,4,1,1,0.0,234.996,0.00,411.15,0.00,change
20260608 16:46:48.408,841.083,4,1,1,0.0,234.996,0.00,411.10,0.00,change
20260608 16:46:48.458,841.133,4,1,1,0.0,234.996,0.00,411.05,0.00,change
20260608 16:46:48.508,841.183,4,1,1,0.0,234.996,0.00,411.00,0.00,change
20260608 16:46:48.559,841.233,4,1,1,0.0,234.996,0.00,410.95,0.00,change
20260608 16:46:48.608,841.283,4,1,1,0.0,234.996,0.00,410.90,0.00,change
20260608 16:46:48.658,841.333,4,1,1,0.0,234.996,0.00,410.85,0.00,change
20260608 16:46:48.708,841.383,4,1,1,0.0,234.996,0.00,410.80,0.00,change
20260608 16:46:48.760,841.433,4,1,1,0.0,234.996,0.00,410.75,0.00,change
20260608 16:46:48.809,841.483,4,1,1,0.0,234.996,0.00,410.70,0.00,change
20260608 16:46:48.859,841.533,4,1,1,0.0,234.996,0.00,410.65,0.00,change
20260608 16:46:48.909,841.583,4,1,1,0.0,234.996,0.00,410.60,0.00,change
20260608 16:46:48.959,841.633,4,1,1,0.0,234.996,0.00,410.55,0.00,change
20260608 16:46:49.008,841.683,4,1,1,0.0,234.996,0.00,410.50,0.00,change
20260608 16:46:49.058,841.733,4,1,1,0.0,234.996,0.00,410.45,0.00,change
20260608 16:46:49.108,841.783,4,1,1,0.0,234.996,0.00,410.39,0.00,change
20260608 16:46:49.159,841.833,4,1,1,0.0,234.996,0.00,410.34,0.00,change
20260608 16:46:49.209,841.883,4,1,1,0.0,234.996,0.00,410.29,0.00,change
20260608 16:46:49.259,841.933,4,1,1,0.0,234.996,0.00,410.24,0.00,change
20260608 16:46:49.308,841.983,4,1,1,0.0,234.996,0.00,410.19,0.00,change
20260608 16:46:49.359,842.033,4,1,1,0.0,234.996,0.00,410.14,0.00,change
20260608 16:46:49.409,842.083,4,1,1,0.0,234.996,0.00,410.09,0.00,change
20260608 16:46:49.459,842.133,4,1,1,0.0,234.996,0.00,410.04,0.00,change
20260608 16:46:49.510,842.183,4,1,1,0.0,234.996,0.00,409.99,0.00,change
20260608 16:46:49.559,842.233,4,1,1,0.0,234.996,0.00,409.94,0.00,change
20260608 16:46:49.608,842.283,4,1,1,0.0,234.996,0.00,409.89,0.00,change
20260608 16:46:49.659,842.333,4,1,1,0.0,234.996,0.00,409.84,0.00,change
20260608 16:46:49.709,842.383,4,1,1,0.0,234.996,0.00,409.79,0.00,change
20260608 16:46:49.758,842.433,4,1,1,0.0,234.996,0.00,409.74,0.00,change
20260608 16:46:49.809,842.483,4,1,1,0.0,234.996,0.00,409.69,0.00,change
20260608 16:46:49.859,842.533,4,1,1,0.0,234.996,0.00,409.64,0.00,change
20260608 16:46:49.908,842.583,4,1,1,0.0,234.996,0.00,409.59,0.00,change
20260608 16:46:49.958,842.633,4,1,1,0.0,234.996,0.00,409.54,0.00,change
20260608 16:46:50.009,842.683,4,1,1,0.0,234.996,0.00,409.49,0.00,change
20260608 16:46:50.059,842.733,4,1,1,0.0,234.996,0.00,409.43,0.00,change
20260608 16:46:50.108,842.783,4,1,1,0.0,234.996,0.00,409.38,0.00,change
20260608 16:46:50.158,842.833,4,1,1,0.0,234.996,0.00,409.33,0.00,change
20260608 16:46:50.208,842.883,4,1,1,0.0,234.996,0.00,409.28,0.00,change
20260608 16:46:50.259,842.933,4,1,1,0.0,234.996,0.00,409.23,0.00,change
20260608 16:46:50.309,842.983,4,1,1,0.0,234.996,0.00,409.18,0.00,change
20260608 16:46:50.359,843.033,4,1,1,0.0,234.996,0.00,409.13,0.00,change
20260608 16:46:50.408,843.083,4,1,1,0.0,234.996,0.00,409.08,0.00,change
20260608 16:46:50.459,843.133,4,1,1,0.0,234.996,0.00,409.03,0.00,change
20260608 16:46:50.509,843.183,4,1,1,0.0,234.996,0.00,408.98,0.00,change
20260608 16:46:50.559,843.233,4,1,1,0.0,234.996,0.00,408.93,0.00,change
20260608 16:46:50.608,843.283,4,1,1,0.0,234.996,0.00,408.88,0.00,change
20260608 16:46:50.658,843.333,4,1,1,0.0,234.996,0.00,408.83,0.00,change
20260608 16:46:50.708,843.383,4,1,1,0.0,234.996,0.00,408.78,0.00,change
20260608 16:46:50.758,843.433,4,1,1,0.0,234.996,0.00,408.73,0.00,change
20260608 16:46:50.808,843.483,4,1,1,0.0,234.996,0.00,408.68,0.00,change
20260608 16:46:50.858,843.533,4,1,1,0.0,234.996,0.00,408.63,0.00,change
20260608 16:46:50.908,843.583,4,1,1,0.0,234.996,0.00,408.58,0.00,change
20260608 16:46:50.958,843.633,4,1,1,0.0,234.996,0.00,408.53,0.00,change
20260608 16:46:51.009,843.683,4,1,1,0.0,234.996,0.00,408.47,0.00,change
20260608 16:46:51.059,843.733,4,1,1,0.0,234.996,0.00,408.42,0.00,change
20260608 16:46:51.109,843.783,4,1,1,0.0,234.996,0.00,408.37,0.00,change
20260608 16:46:51.159,843.833,4,1,1,0.0,234.996,0.00,408.32,0.00,change
20260608 16:46:51.208,843.883,4,1,1,0.0,234.996,0.00,408.27,0.00,change
20260608 16:46:51.258,843.933,4,1,1,0.0,234.996,0.00,408.22,0.00,change
20260608 16:46:51.308,843.983,4,1,1,0.0,234.996,0.00,408.17,0.00,change
20260608 16:46:51.358,844.033,4,1,1,0.0,234.996,0.00,408.12,0.00,change
20260608 16:46:51.408,844.083,4,1,1,0.0,234.996,0.00,408.07,0.00,change
20260608 16:46:51.458,844.133,4,1,1,0.0,234.996,0.00,408.02,0.00,change
20260608 16:46:51.509,844.183,4,1,1,0.0,234.996,0.00,407.97,0.00,change
20260608 16:46:51.559,844.233,4,1,1,0.0,234.996,0.00,407.92,0.00,change
20260608 16:46:51.608,844.283,4,1,1,0.0,234.996,0.00,407.87,0.00,change
20260608 16:46:51.659,844.333,4,1,1,0.0,234.996,0.00,407.82,0.00,change
20260608 16:46:51.709,844.383,4,1,1,0.0,234.996,0.00,407.77,0.00,change
20260608 16:46:51.759,844.433,4,1,1,0.0,234.996,0.00,407.72,0.00,change
20260608 16:46:51.809,844.483,4,1,1,0.0,234.996,0.00,407.67,0.00,change
20260608 16:46:51.858,844.533,4,1,1,0.0,234.996,0.00,407.62,0.00,change
20260608 16:46:51.908,844.583,4,1,1,0.0,234.996,0.00,407.57,0.00,change
20260608 16:46:51.959,844.633,4,1,1,0.0,234.996,0.00,407.51,0.00,change
20260608 16:46:52.008,844.683,4,1,1,0.0,234.996,0.00,407.46,0.00,change
20260608 16:46:52.059,844.733,4,1,1,0.0,234.996,0.00,407.41,0.00,change
20260608 16:46:52.108,844.783,4,1,1,0.0,234.996,0.00,407.36,0.00,change
20260608 16:46:52.159,844.833,4,1,1,0.0,234.996,0.00,407.31,0.00,change
20260608 16:46:52.208,844.883,4,1,1,0.0,234.996,0.00,407.26,0.00,change
20260608 16:46:52.258,844.933,4,1,1,0.0,234.996,0.00,407.21,0.00,change
20260608 16:46:52.308,844.983,4,1,1,0.0,234.996,0.00,407.16,0.00,change
20260608 16:46:52.359,845.033,4,1,1,0.0,234.996,0.00,407.11,0.00,change
20260608 16:46:52.408,845.083,4,1,1,0.0,234.996,0.00,407.06,0.00,change
20260608 16:46:52.459,845.133,4,1,1,0.0,234.996,0.00,407.01,0.00,change
20260608 16:46:52.508,845.183,4,1,1,0.0,234.996,0.00,406.96,0.00,change
20260608 16:46:52.558,845.233,4,1,1,0.0,234.996,0.00,406.91,0.00,change
20260608 16:46:52.607,845.283,4,1,1,0.0,234.996,0.00,406.86,0.00,change
20260608 16:46:52.658,845.333,4,1,1,0.0,234.996,0.00,406.81,0.00,change
20260608 16:46:52.708,845.383,4,1,1,0.0,234.996,0.00,406.76,0.00,change
20260608 16:46:52.758,845.433,4,1,1,0.0,234.996,0.00,406.71,0.00,change
20260608 16:46:52.809,845.483,4,1,1,0.0,234.996,0.00,406.66,0.00,change
20260608 16:46:52.858,845.533,4,1,1,0.0,234.996,0.00,406.61,0.00,change
20260608 16:46:52.908,845.583,4,1,1,0.0,234.996,0.00,406.55,0.00,change
20260608 16:46:52.958,845.633,4,1,1,0.0,234.996,0.00,406.50,0.00,change
20260608 16:46:53.008,845.683,4,1,1,0.0,234.996,0.00,406.45,0.00,change
20260608 16:46:53.058,845.733,4,1,1,0.0,234.996,0.00,406.40,0.00,change
20260608 16:46:53.109,845.783,4,1,1,0.0,234.996,0.00,406.35,0.00,change
20260608 16:46:53.158,845.833,4,1,1,0.0,234.996,0.00,406.30,0.00,change
20260608 16:46:53.208,845.883,4,1,1,0.0,234.996,0.00,406.25,0.00,change
20260608 16:46:53.258,845.933,4,1,1,0.0,234.996,0.00,406.20,0.00,change
20260608 16:46:53.307,845.983,4,1,1,0.0,234.996,0.00,406.15,0.00,change
20260608 16:46:53.359,846.033,4,1,1,0.0,234.996,0.00,406.10,0.00,change
20260608 16:46:53.408,846.083,4,1,1,0.0,234.996,0.00,406.05,0.00,change
20260608 16:46:53.458,846.133,4,1,1,0.0,234.996,0.00,406.00,0.00,change
20260608 16:46:53.508,846.183,4,1,1,0.0,234.996,0.00,405.95,0.00,change
20260608 16:46:53.559,846.233,4,1,1,0.0,234.996,0.00,405.90,0.00,change
20260608 16:46:53.608,846.283,4,1,1,0.0,234.996,0.00,405.85,0.00,change
20260608 16:46:53.659,846.333,4,1,1,0.0,234.996,0.00,405.80,0.00,change
20260608 16:46:53.708,846.383,4,1,1,0.0,234.996,0.00,405.75,0.00,change
20260608 16:46:53.758,846.433,4,1,1,0.0,234.996,0.00,405.70,0.00,change
20260608 16:46:53.808,846.483,4,1,1,0.0,234.996,0.00,405.65,0.00,change
20260608 16:46:53.859,846.533,4,1,1,0.0,234.996,0.00,405.59,0.00,change
20260608 16:46:53.908,846.583,4,1,1,0.0,234.996,0.00,405.54,0.00,change
20260608 16:46:53.959,846.633,4,1,1,0.0,234.996,0.00,405.49,0.00,change
20260608 16:46:54.010,846.683,4,1,1,0.0,234.996,0.00,405.44,0.00,change
20260608 16:46:54.058,846.733,4,1,1,0.0,234.996,0.00,405.39,0.00,change
20260608 16:46:54.108,846.783,4,1,1,0.0,234.996,0.00,405.34,0.00,change
20260608 16:46:54.159,846.833,4,1,1,0.0,234.996,0.00,405.29,0.00,change
20260608 16:46:54.208,846.883,4,1,1,0.0,234.996,0.00,405.24,0.00,change
20260608 16:46:54.257,846.933,4,1,1,0.0,234.996,0.00,405.19,0.00,change
20260608 16:46:54.308,846.983,4,1,1,0.0,234.996,0.00,405.14,0.00,change
20260608 16:46:54.359,847.033,4,1,1,0.0,234.996,0.00,405.09,0.00,change
20260608 16:46:54.407,847.083,4,1,1,0.0,234.996,0.00,405.04,0.00,change
20260608 16:46:54.458,847.133,4,1,1,0.0,234.996,0.00,404.99,0.00,change
20260608 16:46:54.508,847.183,4,1,1,0.0,234.996,0.00,404.94,0.00,change
20260608 16:46:54.559,847.233,4,1,1,0.0,234.996,0.00,404.89,0.00,change
20260608 16:46:54.608,847.283,4,1,1,0.0,234.996,0.00,404.84,0.00,change
20260608 16:46:54.659,847.333,4,1,1,0.0,234.996,0.00,404.79,0.00,change
20260608 16:46:54.709,847.383,4,1,1,0.0,234.996,0.00,404.74,0.00,change
20260608 16:46:54.759,847.433,4,1,1,0.0,234.996,0.00,404.69,0.00,change
20260608 16:46:54.809,847.483,4,1,1,0.0,234.996,0.00,404.63,0.00,change
20260608 16:46:54.858,847.533,4,1,1,0.0,234.996,0.00,404.58,0.00,change
20260608 16:46:54.908,847.583,4,1,1,0.0,234.996,0.00,404.53,0.00,change
20260608 16:46:54.958,847.633,4,1,1,0.0,234.996,0.00,404.48,0.00,change
20260608 16:46:55.008,847.683,4,1,1,0.0,234.996,0.00,404.43,0.00,change
20260608 16:46:55.057,847.733,4,1,1,0.0,234.996,0.00,404.38,0.00,change
20260608 16:46:55.108,847.783,4,1,1,0.0,234.996,0.00,404.33,0.00,change
20260608 16:46:55.158,847.833,4,1,1,0.0,234.996,0.00,404.28,0.00,change
20260608 16:46:55.208,847.883,4,1,1,0.0,234.996,0.00,404.23,0.00,change
20260608 16:46:55.258,847.933,4,1,1,0.0,234.996,0.00,404.18,0.00,change
20260608 16:46:55.308,847.983,4,1,1,0.0,234.996,0.00,404.13,0.00,change
20260608 16:46:55.358,848.033,4,1,1,0.0,234.996,0.00,404.08,0.00,change
20260608 16:46:55.407,848.083,4,1,1,0.0,234.996,0.00,404.03,0.00,change
20260608 16:46:55.458,848.133,4,1,1,0.0,234.996,0.00,403.98,0.00,change
20260608 16:46:55.509,848.183,4,1,1,0.0,234.996,0.00,403.93,0.00,change
20260608 16:46:55.559,848.233,4,1,1,0.0,234.996,0.00,403.88,0.00,change
20260608 16:46:55.608,848.283,4,1,1,0.0,234.996,0.00,403.83,0.00,change
20260608 16:46:55.658,848.333,4,1,1,0.0,234.996,0.00,403.78,0.00,change
20260608 16:46:55.708,848.383,4,1,1,0.0,234.996,0.00,403.73,0.00,change
20260608 16:46:55.758,848.433,4,1,1,0.0,234.996,0.00,403.67,0.00,change
20260608 16:46:55.807,848.483,4,1,1,0.0,234.996,0.00,403.62,0.00,change
20260608 16:46:55.859,848.533,4,1,1,0.0,234.996,0.00,403.57,0.00,change
20260608 16:46:55.907,848.583,4,1,1,0.0,234.996,0.00,403.52,0.00,change
20260608 16:46:55.958,848.633,4,1,1,0.0,234.996,0.00,403.47,0.00,change
20260608 16:46:56.008,848.683,4,1,1,0.0,234.996,0.00,403.42,0.00,change
20260608 16:46:56.059,848.733,4,1,1,0.0,234.996,0.00,403.37,0.00,change
20260608 16:46:56.108,848.783,4,1,1,0.0,234.996,0.00,403.32,0.00,change
20260608 16:46:56.159,848.833,4,1,1,0.0,234.996,0.00,403.27,0.00,change
20260608 16:46:56.208,848.883,4,1,1,0.0,234.996,0.00,403.22,0.00,change
20260608 16:46:56.258,848.933,4,1,1,0.0,234.996,0.00,403.17,0.00,change
20260608 16:46:56.309,848.983,4,1,1,0.0,234.996,0.00,403.12,0.00,change
20260608 16:46:56.358,849.033,4,1,1,0.0,234.996,0.00,403.07,0.00,change
20260608 16:46:56.409,849.083,4,1,1,0.0,234.996,0.00,403.02,0.00,change
20260608 16:46:56.457,849.133,4,1,1,0.0,234.996,0.00,402.97,0.00,change
20260608 16:46:56.508,849.183,4,1,1,0.0,234.996,0.00,402.92,0.00,change
20260608 16:46:56.558,849.233,4,1,1,0.0,234.996,0.00,402.87,0.00,change
20260608 16:46:56.608,849.283,4,1,1,0.0,234.996,0.00,402.82,0.00,change
20260608 16:46:56.659,849.333,4,1,1,0.0,234.996,0.00,402.77,0.00,change
20260608 16:46:56.707,849.383,4,1,1,0.0,234.996,0.00,402.71,0.00,change
20260608 16:46:56.758,849.433,4,1,1,0.0,234.996,0.00,402.66,0.00,change
20260608 16:46:56.808,849.483,4,1,1,0.0,234.996,0.00,402.61,0.00,change
20260608 16:46:56.858,849.533,4,1,1,0.0,234.996,0.00,402.56,0.00,change
20260608 16:46:56.907,849.583,4,1,1,0.0,234.996,0.00,402.51,0.00,change
20260608 16:46:56.957,849.633,4,1,1,0.0,234.996,0.00,402.46,0.00,change
20260608 16:46:57.008,849.683,4,1,1,0.0,234.996,0.00,402.41,0.00,change
20260608 16:46:57.058,849.733,4,1,1,0.0,234.996,0.00,402.36,0.00,change
20260608 16:46:57.109,849.783,4,1,1,0.0,234.996,0.00,402.31,0.00,change
